"date" "BAC" "INTC" "JPM" "LIN" "MCD" "MSFT" "PG" "T" "VZ" "WMT" "SP500" "Mkt.RF" "SMB" "HML" "RF"
"22" 2003-03-31 -0.0254968112310602 -0.0562316859391141 0.0454146625322904 0.0706689311315425 0.0624537304501382 0.0215188725694337 0.0878330139613881 -0.0355775893458423 0.0222669328142047 0.0844731285818687 0.00835756856615144 1.09 0.89 -2.07 0.1
"23" 2003-04-30 0.107869412548752 0.130220687723101 0.255491974105443 0.0307013563131535 0.182572487767597 0.0561746474236082 0.0136037066758812 0.179717733992636 0.0690590330583976 0.0824525046067379 0.0810441068727261 8.22 0.56 1.03 0.1
"24" 2003-06-30 0.0741746958158995 -0.000480270400276095 0.0401701944279049 0.00539523296150657 0.177789881579265 0.041853321574238 -0.0287521148806731 0.0035349378942986 0.0422717852826964 0.0218183554432287 0.0113222145251615 1.42 1.67 0.69 0.1
"25" 2003-07-31 0.0447929335721211 0.196059213743401 0.0357564665197558 0.0758740019920952 0.0430648513547212 0.0300313720240144 -0.00961175913932555 -0.0758059173265315 -0.104189260939928 0.0417369543232016 0.0162237024114931 2.35 5.24 -1.14 0.07
"26" 2003-09-30 -0.00524907181853429 -0.0374257087910376 0.00321476787766306 -0.0260488857768999 0.0499553588049737 0.048265898353496 0.0633521148382545 -0.00935006580287767 -0.0815403446242048 -0.0561096362114096 -0.0119443645207452 -1.24 0.8 0.01 0.08
"27" 2003-10-31 -0.0295997286885878 0.19731108686705 0.055879585761228 0.123163838832665 0.0620224546605699 -0.0544374692788429 0.063989357439352 0.0912082487979766 0.0478005076276884 0.0571736539657497 0.0549614863840107 6.08 2.68 1.77 0.07
"28" 2003-12-31 0.0775386580427113 -0.0444248328472359 0.0375700191711108 0.0682877422954438 -0.031213204840799 0.0645662815314936 0.0378220424349789 0.119845505794844 0.0682096345655576 -0.0448760898652136 0.0507655410012393 4.29 -3 2.41 0.08
"29" 2004-03-31 -0.00179519110202775 -0.0684926748588545 0.0226723095641781 0.0262611836388054 0.00954043952036288 -0.0603089234496841 0.0231197384327078 0.0220741379969305 -0.0466991286929938 0.00443509525905839 -0.0163589192142612 -1.32 1.75 0.22 0.09
"30" 2004-04-30 -0.00605055676112576 -0.0540438006453926 -0.096425734162733 -0.0153555611619867 -0.0469021632502987 0.0481345942443705 0.0135208713497597 0.0273388746894931 0.0435109462467984 -0.0450663453432654 -0.0167907518622987 -1.83 -2.06 -2.62 0.08
"31" 2004-06-30 0.0278253605947467 -0.0332747862878217 0.0523889546762275 0.0832814244428222 -0.0151515946974669 0.0888297025189237 0.00983101013775967 0.0232071805665237 0.0465587735737694 -0.0579575766226951 0.0179889986691957 1.86 2.26 1.39 0.08
"32" 2004-08-31 0.0582281026277838 -0.125295951087484 0.0602733175116903 0.0286442831114322 -0.0174546823558536 -0.0389424108672773 0.0732503197178658 0.0177585592924225 0.018422217657184 -0.00405811208535578 0.00228734984055223 0.08 -1.62 1.03 0.11
"33" 2004-09-30 -0.0269479555060015 -0.0577732856792271 0.00378985734554016 0.0571081785633063 0.0373800419682002 0.0128205942621089 -0.0330536778630182 0.00620354858058869 0.00331228378425896 0.0100618536475792 0.0093638756915515 1.6 3.03 -0.25 0.11
"34" 2004-11-30 0.0330428624335215 0.0071728064344998 -0.0246116825579195 0.0639809866754755 0.0741202516322466 0.0683173095846483 0.044939996267344 -0.00356296692311175 0.0544754125352938 -0.0344951389178489 0.0385949361981524 4.54 3.9 1.79 0.15
"35" 2004-12-31 0.0255350365492748 0.0451290647208988 0.0361222804939612 -0.0134687569748738 0.0429406990471808 -0.00335701948613443 0.0299175124736317 0.0238378004399689 -0.0174631192062519 0.0170693974244949 0.0324582131440454 3.43 0.11 -0.08 0.16
"36" 2005-01-31 -0.0131945139443324 -0.0401874060714262 -0.0346823249223925 -0.0226499802685818 0.0102930797756988 -0.0164670703827123 -0.0292531576623002 -0.0661595921899562 -0.112917312445327 -0.00795152128951671 -0.0252904670994946 -2.76 -1.51 1.96 0.16
"37" 2005-02-28 0.0060380962500306 0.0723960585094356 -0.0208950273384442 0.0389336801556017 0.0213032639608994 -0.0396643547073924 -0.00262957254490725 0.0126263869235388 0.0106773792935115 -0.0150761246819214 0.0189033460783166 1.89 -0.5 1.65 0.16
"38" 2005-03-31 -0.0455390537963183 -0.0316803196009425 -0.053351682024015 0.0718041199681219 -0.0586459562504096 -0.0393477323019841 -0.00169550538038576 -0.0153781700710077 -0.0130664864341851 -0.0262020213959203 -0.019117655748441 -1.97 -1.37 1.61 0.21
"39" 2005-05-31 0.0284186263300077 0.150119612739694 0.0073262228579849 0.000854112791731865 0.0556124245872014 0.0229980619214003 0.0184665351495132 -0.0176469893443478 -0.011732249183852 0.00511647292447459 0.0299520462625658 3.65 2.88 -0.81 0.24
"40" 2005-06-30 -0.00566822286402524 -0.0348659687558803 -0.0120281373128657 -0.0020108690456031 -0.103102753672853 -0.0372098650796097 -0.0435173937797662 0.0158252460604393 -0.0234595215701294 0.0205379692618632 -0.000142714225765839 0.57 2.62 2.63 0.23
"41" 2005-08-31 -0.00148956501922592 -0.0495619459126296 -0.0355721166630989 -0.0220692193049853 0.0410654502886025 0.0722842450007 -0.0026963191509618 -0.0151327283535296 -0.0444056476141897 -0.0860743413996069 -0.0112221048744966 -1.22 -0.92 1.27 0.3
"42" 2005-09-30 -0.0216126620154626 -0.0416019673803809 0.00118038851288271 -0.00391797217303269 0.0320489762586325 -0.0602627289252844 0.071737463411806 -0.00456823954699725 -0.000611277909731367 -0.0253558303599541 0.00694902469476033 0.49 -0.58 0.77 0.29
"43" 2005-10-31 0.0389548766395786 -0.0466532419434196 0.0901439998048097 0.0308784247134877 -0.0564348844011623 -0.00116570219419954 -0.0535705581307319 0.0085685174867236 -0.0238265224609686 0.0796435811894292 -0.0177407800663194 -2.02 -1.21 0.22 0.27
"44" 2005-11-30 0.0604891032866801 0.139219408954184 0.044511601620145 0.0524183621570846 0.0931772916944564 0.0802000583933038 0.0214323471424003 0.0444449317153104 0.0149157517805059 0.0264219257912717 0.0351860959297265 3.61 0.9 -1.19 0.31
"45" 2006-01-31 -0.0416033035216287 -0.148237935588082 0.0100566239184106 -0.0052870162574471 0.0382556787335737 0.0764817709344792 0.0282324813919215 0.0739278053049119 0.0647622895505833 -0.0147442135776795 0.0254667713486416 3.04 5.42 1.13 0.35
"46" 2006-02-28 0.036625872455369 -0.0264514483437899 0.0349686534012434 0.0246773951684318 -0.00285601950507641 -0.0422360391993802 0.0118186403418601 0.0631987405020624 0.0644345230345778 -0.0162651649912213 0.000453157630725398 -0.3 -0.37 -0.25 0.34
"47" 2006-03-31 0.00419002034733884 -0.0553399224786977 0.0121539689613752 0.0263655802174712 -0.0157545196529668 0.0126537769842312 -0.0383782115857958 -0.0199348137430111 0.0106826178244881 0.0453023709876743 0.0110958104592496 1.46 3.54 0.6 0.37
"48" 2006-05-31 -0.0203909988854627 -0.0934707107967827 -0.0603785677963614 -0.0611086370008617 -0.0404972991843867 -0.0584545752529694 -0.0680296623215274 -0.00572265550644369 -0.0551007362945769 0.0797227137551406 -0.0309169161411509 -3.57 -3.05 2.54 0.43
"49" 2006-06-30 -0.0061981266360629 0.0543842933434238 -0.0150098455148048 0.0293178900913311 0.0129634752299816 0.028697749428261 0.0248850209822686 0.0702224734492463 0.0730528225800762 -0.00577978703166326 8.65962277825094e-05 -0.35 -0.35 0.87 0.4
"50" 2006-07-31 0.0713094329454103 -0.052631856341708 0.0950552059168168 0.0155554845291357 0.0532738202634289 0.032617743443311 0.0164374275554342 0.0882652132420334 0.0222913487313312 -0.0761883189463993 0.00508587879799083 -0.78 -4.07 2.94 0.4
"51" 2006-08-31 0.0096485215567268 0.0934383077320418 0.000876727835978031 0.0468629502743954 0.0144105634940044 0.0720966540418269 0.101423407741777 0.0380128599853209 0.0402124357763147 0.00874812161891425 0.0212741930323481 2.03 0.91 -1.71 0.42
"52" 2006-10-31 0.00560014659890418 0.0374333590249138 0.0174661735016228 0.0184243905642449 0.0715742781312751 0.0497251673102355 0.0278677352516943 0.0627034127928832 0.00728516794519063 -0.000811115296195375 0.0315080029615542 3.23 1.73 -0.03 0.41
"53" 2006-11-30 0.0100509691703807 0.00768394172049991 -0.0244519098544717 0.0356850823478949 0.0256299847901706 0.0261368043070482 -0.00946515768890444 -0.00992658168818084 -0.0197392306792691 -0.0645292248825323 0.0164666567278202 1.71 0.86 0.07 0.42
"54" 2007-01-31 -0.0151712497196717 0.0350620940443929 0.0619265151260522 0.0628690064532635 0.000451290007261962 0.0334890581446785 0.0141723894043104 0.0637067444049702 0.0457014681356596 0.0326986257981106 0.0140590427350398 1.4 0.1 -0.11 0.44
"55" 2007-02-28 -0.0225073460886179 -0.0474108905887703 -0.0302377425460816 -0.0217254270157241 -0.014881893708501 -0.0840024344287356 -0.0212731830180554 -0.0220569247393267 -0.0290757922846531 0.013000192526716 -0.0218461760335282 -1.96 1.32 -0.09 0.38
"56" 2007-04-30 -0.00235203922464122 0.123889500081537 0.0845342525422268 0.0252542704501018 0.0716976618746428 0.0742735995310895 0.0252632157734221 -0.00903914800003525 0.0176975431334931 0.0206601079813231 0.0432906906024242 3.49 -2.06 -1.15 0.44
"57" 2007-05-31 0.00728678126771198 0.0369712138106251 -0.00518207712060414 0.0548406722903982 0.0470173645886482 0.0283706802604677 -0.013198782624694 0.0676650859352903 0.140126357377471 -0.00206746362611188 0.0325492287099349 3.24 0.02 -0.04 0.41
"58" 2007-07-31 -0.0300676740384437 -0.00505429937735713 -0.0845633207947154 0.0643143584735386 -0.0569348271723655 -0.0162879092071094 0.0166260070427982 -0.0481356338876587 0.0453046576191307 -0.0448972243534101 -0.0319818783168025 -3.73 -2.51 -3.33 0.4
"59" 2007-08-31 0.0687477616723655 0.0952706825086327 0.0115881810373777 -0.0125291553103007 0.028828184292262 -0.00549509312049457 0.0557713943053364 0.018130195598671 -0.0173634322936018 -0.0456983728228229 0.0128635715315568 0.92 -0.13 -2.24 0.42
"60" 2007-10-31 -0.0395860833060735 0.0402168532885387 0.0340854267721422 0.0205343331604735 0.0969341197481595 0.249491301425993 -0.00674911799443845 -0.00386807303074188 0.0503685780142429 0.0357387010302519 0.0148223383003112 1.8 0.22 -2.59 0.32
"61" 2007-11-30 -0.0445317796599729 -0.0263786007981608 -0.0293620904279129 -0.00116992789234194 0.0043115149604438 -0.0841870357487745 0.0644418335860539 -0.0856663335108667 -0.062079139759011 0.0595003913541468 -0.0440434172248144 -4.83 -2.62 -1.18 0.34
"62" 2007-12-31 -0.0925822521454147 0.0222394667875996 -0.0431826352190553 0.0426773915520218 0.00752514386252523 0.0595241769942749 -0.00783769847074522 0.0876733965387941 0.0111083253883435 -0.00325229679589867 -0.00862850903396861 -0.87 0.2 -0.51 0.27
"63" 2008-01-31 0.0700436709801247 -0.208552019364263 0.0954474206765532 -0.0902944067700688 -0.090476913116579 -0.0842700414492614 -0.10446523706099 -0.0648405250830613 -0.102334040944202 0.0675366158024013 -0.0611634319359364 -6.36 -0.9 3.65 0.21
"64" 2008-02-29 -0.099886374306108 -0.0478057885521975 -0.14240509373642 -0.00520431230217733 0.0167828262885878 -0.162401997795513 0.0116170929633153 -0.09508945759077 -0.0646407397475537 -0.0226644316271182 -0.0347611927726245 -3.09 -0.24 -0.94 0.13
"65" 2008-03-31 -0.0300421140945016 0.0605911203324305 0.0565805306026597 0.0541542546267846 0.0306783502438737 0.0433825991224634 0.0587792304705554 0.0996266027095023 0.00357912711263508 0.06736632249154 -0.00595962361452984 -0.93 0.95 -0.14 0.17
"66" 2008-04-30 -0.00976032079701583 0.050991414106583 0.118472144301036 0.0840559394589686 0.0683167571298757 0.00493280351820791 -0.0376184428007371 0.0211759122209647 0.0729395457234836 0.100607326559615 0.0475466979131989 4.6 -1.64 -0.95 0.18
"67" 2008-06-30 -0.284398112854908 -0.0733391363250292 -0.202092855657058 -0.00471523930400064 -0.0460891734529096 -0.0286016555202008 -0.0793338632639456 -0.155639490994127 -0.0798025257236096 -0.0266712251895966 -0.0859623849028036 -8.44 1.28 -2.41 0.17
"68" 2008-07-31 0.378298786198089 0.0330537894216929 0.197465209189615 -0.00541145454747516 0.0635007412109319 -0.0650674841863359 0.0835316317756711 -0.0741529375029271 -0.0266043515784494 0.0430602211454307 -0.00985937109375001 -0.77 2.41 5.93 0.15
"69" 2008-09-30 0.146442835810317 -0.181023653812561 0.213301543156807 -0.198086649925303 -0.00483846809606669 -0.0219862252166679 -0.0011463731704261 -0.127227145204017 -0.0862758804957713 0.0138821409613026 -0.0907914337790846 -9.24 -1.17 6.32 0.15
"70" 2008-10-31 -0.309428937578261 -0.144153468212354 -0.109886599520217 -0.0918592153570201 -0.0611020891869366 -0.163357339861284 -0.0679774822611469 -0.0260539208863011 -0.0604527884012762 -0.0681247020803472 -0.16942452376742 -17.23 -2.33 -2.88 0.08
"71" 2008-12-31 -0.113803958504102 0.0623185155646973 -0.00410595349108667 0.0121278274582499 0.0585530677237265 -0.0385754616604446 -0.0393164416367319 -0.00210054597145692 0.0382850166050424 0.00756168745343166 0.00782157689705398 1.74 3.63 -0.28 0
"72" 2009-03-31 0.731325778038416 0.179748578978651 0.16323844385338 0.194372601763632 0.0444015674950904 0.13746170760525 -0.0224205040809859 0.0601601461263304 0.0585347586424929 0.064051525330747 0.0854044616224947 8.95 -0.12 3.64 0.02
"73" 2009-04-30 0.309383395014967 0.0499001538142902 0.243745132535429 0.108782913602424 -0.023456049316686 0.102884844726254 0.0589748302243602 0.0325884190552765 0.0188241906148496 -0.0326298050066888 0.0939250798621647 10.19 4.76 5.53 0.01
"74" 2009-06-30 0.172279094827586 0.0527989861735481 -0.0756097569691233 -0.0240132946098051 -0.0173722042901198 0.13786537688623 -0.0161726316169963 0.00201696312273203 0.0502396288925768 -0.0261359115769525 0.000195826530303034 0.43 2.59 -2.66 0.01
"75" 2009-07-31 0.12045433677508 0.16314171170727 0.134762372988914 0.100042020042658 -0.0422682138206187 -0.010517131382354 0.0949838312711306 0.0740579744493841 0.0600571302863648 0.0297278446042433 0.0741417270167166 7.72 2.09 5.31 0.01
"76" 2009-08-31 0.189316659200893 0.0632898597785461 0.124450024617844 -0.0199542499101385 0.0304448527497339 0.0539369009582029 -0.0252205024409206 -0.00686269583620436 -0.0321169351619395 0.0254415889401203 0.0335601892404949 3.33 -0.9 7.76 0.01
"77" 2009-09-30 -0.0375050449449328 -0.0369098230413377 0.00828364853900676 0.0718522501121532 0.0147580482128806 0.043407721628032 0.0704121102199988 0.0368523816569608 -0.0248071937696007 -0.0349912563440339 0.0357233457884587 4.08 2.45 0.91 0.01
"78" 2009-11-30 0.0871058605643791 0.0123707336211425 0.0172372647535537 0.0326027547405352 0.0884563366678792 0.0652721436827286 0.0749997737314325 0.0494739137295039 0.063196988118263 0.0980270825784408 0.0573640619813736 5.56 -2.5 -0.19 0
"79" 2009-12-31 -0.0492442984908049 0.0624999323176578 -0.0192981442394593 -0.016210898694731 -0.0128063962825335 0.036382191932685 -0.0275861635028881 0.0404597551186765 0.0530831786127224 -0.0152237671014853 0.0177705711884004 2.75 6.1 -0.01 0.01
"80" 2010-03-31 0.0720798221811436 0.0857281413581881 0.0662381332177893 0.111100648316508 0.0449496589718077 0.0216253787500047 -0.000158003491279146 0.0415158194227998 0.0722435637523156 0.0340925121348783 0.0587964260318918 6.31 1.43 2.13 0.01
"81" 2010-04-30 -0.00112069725718134 0.0246748723142309 -0.0474270922919946 0.00927733261277686 0.0580031742030409 0.0426767688086676 -0.00998269705571708 0.0248742402168125 -0.0539398201336745 -0.0352522107431756 0.0147592298837911 2 4.97 2.82 0.01
"82" 2010-06-30 -0.0864478654934815 -0.0919704306627601 -0.0750376268443319 -0.0150679957699602 -0.0149542086648531 -0.10813984010093 -0.0181700428327403 -0.00452650040283775 0.0181680741236689 -0.049248329147466 -0.0538824420264151 -5.56 -1.97 -4.48 0.01
"83" 2010-08-31 -0.112535858900694 -0.135689688658565 -0.097318563180092 -0.00909893053587696 0.055602079388847 -0.0858114972383925 -0.0243625616616648 0.0420201959578075 0.0161729765908132 -0.0147954114489429 -0.0474491840402872 -4.77 -3 -1.96 0.01
"84" 2010-09-30 0.0522090524793895 0.0865877382871716 0.0467546297402366 0.0546171573254266 0.0198468806623597 0.0434598336511087 0.0050276346634428 0.0580832516089527 0.103623526700696 0.0674112530356135 0.0875511029440201 9.54 3.92 -3.13 0.01
"85" 2010-11-30 -0.0436682484709067 0.0636237950934879 -0.00611225352575506 0.00777300743832998 0.0146962042790433 -0.0470488818039247 -0.0393269258857684 -0.0255960236056861 -0.0144701575059971 -0.00147666518736489 -0.00229024979894321 0.6 3.71 -0.9 0.01
"86" 2010-12-31 0.219378441410194 -0.00614390790772368 0.13422431392175 0.042119708823154 -0.0196679657737733 0.104909048163487 0.0533815035485015 0.0572150930698896 0.117775574564122 0.0025561327321959 0.0653000404898547 6.82 0.68 3.81 0.01
"87" 2011-01-31 0.029235332874288 0.0204467681337708 0.0606227162102297 -0.0254527721191605 -0.0402556049849387 -0.00644951489977175 -0.0113789201529443 -0.0496780626932743 0.00859405558553727 0.0396808926855348 0.0226455739800868 1.99 -2.47 0.81 0.01
"88" 2011-02-28 0.0407865697404215 0.00893640311372468 0.0389408576720782 0.0681424152617915 0.035684356723326 -0.0358056499698282 -0.00126714876831724 0.0312498606844449 0.036496403823614 -0.0729444556686658 0.0319565640529522 3.49 1.53 1.09 0.01
"89" 2011-03-31 -0.0665095379328191 -0.0600833285358782 -0.0126363688534112 0.0275825679215498 0.00541693752906736 -0.04477041074259 -0.0229974665387526 0.0785767058516427 0.0438788587891825 0.00836517566861561 -0.00104731320381857 0.45 2.6 -1.58 0.01
"90" 2011-05-31 -0.0431595718325182 -0.0200100493737111 -0.0523781285082404 -0.00545020103909855 0.049009236006921 -0.0287836149322396 0.0323572839701389 0.0141388298004896 -0.0224985361943717 0.0110107021896944 -0.0135009527669306 -1.27 -0.7 -2.07 0
"91" 2011-06-30 -0.0664394016132456 -0.0155488826940411 -0.0531912155835226 0.0290812441802391 0.0340942223464535 0.039584330618933 -0.0511940956892631 -0.00475293216760708 0.00812339830225195 -0.0376675814709219 -0.0182574612656971 -1.75 -0.16 -0.31 0
"92" 2011-08-31 -0.157561879127749 -0.0897214363250275 -0.0714462124540365 -0.049691203420579 0.0525154074261698 -0.0230694387928153 0.0356155548097914 -0.026657084908832 0.0249360908446332 0.0164066156562521 -0.0567911074635976 -5.99 -3.05 -2.45 0.01
"93" 2011-09-30 -0.25091787036387 0.0601093123796246 -0.198082912239658 -0.0460099070869869 -0.028647198933941 -0.0642859943150798 -0.00785188644686852 0.00140396574695489 0.0174176914934363 -0.0242527896097331 -0.0717619883037601 -7.59 -3.52 -1.39 0
"94" 2011-10-31 0.116013094503463 0.149953474813777 0.164209445861798 0.0876117851934595 0.0572763110774062 0.0699076463547215 0.0210778957621383 0.0435505254366642 0.0188871168299551 0.0928710424314783 0.10772303853581 11.35 3.42 -0.18 0
"95" 2011-11-30 -0.201942984946578 0.0240944834722314 -0.109033494717107 0.00324581712591132 0.0364944446609217 -0.0321963261026579 0.00906386356694977 -0.0112588912287854 0.0202814768315807 0.0384344498510816 -0.00505871519358725 -0.28 -0.17 -0.34 0
"96" 2012-01-31 0.282374258913006 0.0894846386813541 0.129879870799459 -0.00654793837183421 -0.0127577107410738 0.137519202049574 -0.0474669293759541 -0.0131638322471357 -0.0491062455694293 0.0267739236996092 0.0435830622185063 5.05 2.15 -1.14 0
"97" 2012-02-29 0.119190337862836 0.0255408723263593 0.0520105937821294 0.0263653299976574 0.00936229507487996 0.0819153611424004 0.0726524789163203 0.0401221300387582 0.0119487679046009 -0.0371577877224448 0.0405894641308417 4.42 -1.74 0.09 0
"98" 2012-04-30 -0.152559807354868 0.00995727953999492 -0.059126579834607 0.00924664084045634 -0.00662611796389823 -0.00743959144546891 -0.045107196171071 0.0686892801438297 0.0701767929262755 -0.0374181419942206 -0.00749745270927038 -0.85 -0.52 -0.49 0
"99" 2012-05-31 -0.0924918025643691 -0.0835453763419202 -0.228711181400393 -0.0817635199839032 -0.076044589591394 -0.082400437741129 -0.0212130933629892 0.0382861790302824 0.0312037904362881 0.124879205238155 -0.0626507256331776 -6.19 0 -0.58 0.01
"100" 2012-07-31 -0.102689690128011 -0.0356474954823474 0.0159575573970119 -0.0457095686253767 0.00937546259600874 -0.0366132321616381 0.0628544058674816 0.0766193375099575 0.027192819215593 0.0675560511420676 0.0125975741261544 0.79 -2.61 -0.26 0
"101" 2012-08-31 0.0885560320836505 -0.0253884534306793 0.0316664608077515 0.0167693128714097 0.00933602599752081 0.0527376575710856 0.04105981794345 -0.0337551417076236 -0.0487371045825975 -0.0193119364765971 0.0197633696801482 2.55 0.4 1.28 0.01
"102" 2012-10-31 0.0554922763651968 -0.0454548633856787 0.0372487338188867 0.0224294277194801 -0.0539508764996645 -0.0409946888089758 0.0064673788933578 -0.071841563638854 -0.00961612056483097 0.0165313301206076 -0.0197894098782274 -1.76 -1.15 3.79 0.01
"103" 2012-11-30 0.0579402586832043 -0.0859146806102086 -0.0143951951920408 0.00941540880672864 0.0117691072577537 -0.0596094717317952 0.00852137628937011 -0.0132986954540278 -0.0116485035738917 -0.0399893922946311 0.0028467170173434 0.78 0.59 -0.98 0.01
"104" 2012-12-31 0.178674013990714 0.0536534327607789 0.0703501366968842 0.0262332609079143 0.013442072082448 0.00338066994470276 -0.0277820088186381 -0.0123059868004187 -0.0192655652388484 -0.0473671418957987 0.00706823046386451 1.18 1.48 3.58 0.01
"105" 2013-01-31 -0.0249785675016487 0.0203688844852679 0.0773987884712428 0.00840529002350188 0.0802630747870059 0.0277053576692188 0.116060844221243 0.0453301416541723 0.0196076176107589 0.0252089033427554 0.0504280965195785 5.57 0.38 0.91 0
"106" 2013-02-28 -0.0070581729920548 0.00306103848043349 0.0397448286443176 0.0242823811462332 0.0145204088222777 0.021135122514641 0.0135709129853248 0.0321930917136835 0.0669570241299819 0.0118655844669544 0.0110606491952592 1.29 -0.45 0.01 0
